"query","restaurant_name","restaurant_id","label","reason","district","cuisines","source"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","FEURO - International Food - Đường Số 47","1029817","4","Món Âu, Quận 2, mở cửa tối thứ bảy, vị trí tốt tại Thảo Điền.","Quận 2","Món Âu","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Nhà Hàng Hương Thời Gian - Ẩm Thực Á & Âu","230399","2","Có món Á & Âu, Quận 2, mở cửa tối thứ bảy, vị trí không rõ đẹp.","Quận 2","Món Việt || Quốc tế","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Nhà Hàng Sonate - Ẩm Thực Á Âu","236411","1","Có món Âu nhưng ở Quận 3, không đúng vị trí.","Quận 3","Món Á || Món Âu","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","RuNam Boutique - Estella Place","882305","0","Món Việt, không phải món Âu, vị trí ở Tp. Thủ Đức.","Tp. Thủ Đức","Món Việt","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Scott & Jeremy's - Ẩm Thực Tây Âu","216961","0","Ẩm thực Mỹ/Singapore, không phải món Âu, vị trí Quận 1.","Quận 1","Mỹ || Singapore","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Maison Mận-Đỏ - Món Việt & Âu","703335","0","Món Việt, không phải món Âu, vị trí Quận 1.","Quận 1","Món Việt","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Ẩm Thực 247 - Món Á Âu","658704","1","Có món Quốc tế nhưng không rõ món Âu, vị trí Quận Phú Nhuận.","Quận Phú Nhuận","Quốc tế","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Oia Castle - Ẩm Thực Địa Trung Hải, Hy Lạp & Mexico","693090","1","Có món Âu nhưng ở Quận 1, vị trí không phù hợp.","Quận 1","Món Âu || Mexico","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Gen Dining - Nhà Hàng Âu Á","785466","1","Có món Á & Quốc tế nhưng không đúng Quận 2.","Quận 3","Món Á || Quốc tế","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","Sozo - Cafe & Nhà Hàng Tây Âu","231736","4","Món Âu, Quận 2, mở cửa tối thứ bảy, vị trí tốt ở An Phú.","Quận 2","Món Âu","pinecone"
"Mình muốn tìm nhà hàng món Âu ở quận 2 có vị trí đẹp cho tối thứ bảy","48 Bistro - Beefsteak & Món Âu - SC VivoCity","676716","0","Món Âu nhưng ở Quận 7, vị trí không phù hợp.","Quận 7","Món Âu","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Quán Chị Bé Hai","920153","4","Quán ăn vặt rõ địa chỉ Quận 4, phù hợp nhóm bạn, giá mềm.","Quận 4","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Like - Cake & Milktea","970883","3","Ăn vặt Quận 4, hợp nhóm bạn nhưng giá tối đa hơi cao.","Quận 4","Tây Bắc || Hà Nội || Nam Định","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Quán Ăn Vặt Nhiệm","1063728","0","Không ở Quận 4, không phù hợp vị trí.","Quận 7","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Quán Hẻm - Food & Drink","885134","3","Quán ăn vặt Quận 4, giá mềm phù hợp nhưng không nhấn mạnh nhóm bạn.","Quận 4","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Quán 250 - Ẩm Thực Trung Hoa","675641","0","Không ở Quận 4, sai vị trí.","Quận 6","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","You Are Here - Thức Uống Take Away - Thích Quảng Đức","156671","0","Không ở Quận 4, sai vị trí.","Quận Phú Nhuận","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Khu Ăn Vặt Chung Cư Ngô Gia Tự","248900","0","Không ở Quận 4, sai vị trí.","Quận 10","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Hẻm 346 - Ăn Vặt & Giải Khát","890301","0","Không ở Quận 4, sai vị trí.","Quận Tân Bình","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Quán Nhỏ - Trà Sữa, Trà Đào & Hamburger","1049228","3","Ăn vặt ở Quận 4, giá khá phù hợp, phù hợp nhóm bạn.","Quận 4","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Ăn Vặt Cô Lùn - Bánh Bột Lọc - Shop Online","1037959","0","Không ở Quận 4, sai vị trí.","Quận Gò Vấp","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Bếp Chợ Nhỏ - Các Món Ăn Vặt","1017307","0","Không ở Quận 4, sai vị trí.","Quận 9","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Y & T - Coffee & Ăn Vặt","980328","0","Không ở Quận 4, sai vị trí.","Quận 2","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Ăn Vặt Nana","1002531","4","Quán ăn vặt Quận 4, phù hợp nhóm bạn, giá mềm.","Quận 4","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Quán Chuối Đông - Ăn Vặt Bình Dân","659345","0","Không ở Quận 4, sai vị trí.","Quận 7","Món Việt","pinecone"
"Cho mình quán ăn vặt ở quận 4 hợp nhóm bạn và giá mềm","Ngon24h - Quán Ăn Vặt","714353","0","Không ở Quận 4, sai vị trí.","Quận Gò Vấp","Món Việt","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Gyu Shige - Ngưu Phồn - Nướng Nhật Bản - Đông Du","1012239","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 1","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Tiny Home - Ăn Vặt Nhật Bản","724648","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 3","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Gyu Shige - Ngưu Phồn - Nướng Nhật Bản - Saigon Centre","248116","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 1","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Sake Lounge - Nhà Hàng Nhật Bản","884122","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 7","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Ga Kyo - Nhà Hàng Nhật Bản","662231","0","Quán không ở quận 5, món ăn không phải món Nhật và không nhận đặt bàn.","Quận 7","Món Việt","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Osouzai Dining The First ","852590","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 1","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Sky Luck - Ẩm Thực Nhật","976053","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 10","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Tokyo Bowl Food Court - Parkson Hùng Vương","287235","1","Quán ở quận 5, món Nhật nhưng không nhận đặt bàn cho tối cuối tuần.","Quận 5","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Bsdeli - Món Nhật - Lũy Bán Bích","152332","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận Tân Phú","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","The Yum Cha Tearoom","682013","0","Quán không phục vụ món Nhật và không nhận đặt bàn.","Quận 5","Món Việt || Đài Loan","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Ốc Ngon 4A","978757","0","Quán không ở quận 5 và không phục vụ món Nhật.","Quận 7","Món Việt","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Kurozato - Trà Đường Đen Chính Hiệu Nhật","1021056","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 11","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","TENGU Japanese Dining","941629","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận Phú Nhuận","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Annz - Japanese Dining","802","0","Quán không ở quận 5.","Quận Phú Nhuận","Món Nhật","pinecone"
"Có chỗ nào ở quận 5 bán món Nhật mà nhận đặt bàn cho tối cuối tuần không","Tokyo Bowl - Parkson Lê Thánh Tôn","243526","0","Quán không ở quận 5 và không nhận đặt bàn.","Quận 1","Món Nhật","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Quán Ăn Trung Hoa","739826","1","Không thuộc Quận 11, chỉ đúng món Trung Hoa và phù hợp gia đình.","Quận 7","Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Quán Trung Hoa","1015181","1","Món Trung Hoa đúng nhưng quán ở Quận 5 không phải Quận 11.","Quận 5","Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Chụyy Quán - Món Ngon Vị Miền Trung","235870","0","Món Miền Trung, không phải món Trung Hoa, sai quận.","Quận 1","Món Miền Trung","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Shang Chai Saigon - Ẩm Thực Trung Hoa","214826","1","Món Trung Hoa đúng nhưng quán ở Quận 7 không phải Quận 11.","Quận 7","Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Miền Trung Quán - Chuyên Các Món Miền Trung","909420","0","Sai món ăn (Món Việt), chỉ đúng quận.","Quận 11","Món Việt","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Linh Như - Quán Ăn Miền Trung","1018011","0","Món Miền Trung, không phải món Trung Hoa mặc dù đúng quận.","Quận 11","Món Miền Trung","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","An Duyên Chợ Lớn - Ẩm thực Trung Hoa","968651","2","Có món Trung Hoa và phù hợp gia đình nhưng ở Quận 5 không phải Quận 11.","Quận 5","Món Việt || Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Miền Trung Quán","747998","0","Món Miền Trung, sai quận.","Tp. Thủ Đức","Món Miền Trung","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Quán Ăn Thanh Tâm - Ẩm Thực Trung Hoa","936845","4","Đúng món Trung Hoa, ở Quận 11, phù hợp gia đình, chất lượng tốt.","Quận 11","Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Ngư Ký Mì Gia - Món Ăn Trung Hoa","38641","1","Đúng món Trung Hoa nhưng sai quận (Quận 3).","Quận 3","Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Ms Kitchen - Indian Delicious Food","968509","1","Có món Trung Hoa nhưng quán ở Quận 1, không phải Quận 11.","Quận 1","Món Việt || Món Trung Hoa || Món Ấn Độ","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Kim Sanh - Quán Ăn Trung Hoa","206613","3","Đúng món Trung Hoa, đúng quận 11, phù hợp gia đình nhưng không có đánh giá chất lượng, thiếu dữ liệu dịch vụ.","Quận 11","Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Canh Tiềm Trung Hoa - Hàn Hải Nguyên","3851","2","Có món Trung Hoa, đúng quận 11 nhưng không rõ đối tượng phục vụ gia đình.","Quận 11","Món Việt || Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Shang Garden Dynasty - Ẩm Thực Trung Hoa","684642","1","Món Trung Hoa đúng nhưng quán ở Quận 1 không phải Quận 11.","Quận 1","Món Trung Hoa","pinecone"
"Mình đang kiếm quán món Trung Hoa ở quận 11 hợp gia đình","Điểm Tâm Quảng - Món Ăn Trung Hoa","701670","4","Đúng món Trung Hoa, đúng quận 11, phục vụ gia đình, đánh giá chất lượng tốt.","Quận 11","Món Trung Hoa","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","Thích - Coffee & Tea","770757","1","Không đúng quận Bình Thạnh mà thuộc Tp. Thủ Đức","Tp. Thủ Đức","Món Việt","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","434 Cafe","779522","4","Đúng quận Bình Thạnh, quán café/dessert, nhiều người quan tâm ở mức trung bình","Quận Bình Thạnh","Món Việt","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","The Green Coffee - Bình Quới","779528","4","Đúng quận Bình Thạnh, loại hình café/dessert, chất lượng tốt, lượt xem rất nhiều","Quận Bình Thạnh","Món Việt","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","Hương Bắc Coffee","948328","0","Nằm ở Quận Bình Tân, không đúng vị trí yêu cầu","Quận Bình Tân","Món Việt","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","Hiền Coffee - Thích Quảng Đức","780368","0","Nằm ở Quận Phú Nhuận, không đúng vị trí","Quận Phú Nhuận","Món Việt","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","Amigo Coffee - Bùi Đình Túy","750387","4","Nằm ở Bình Thạnh, quán café/dessert phù hợp","Quận Bình Thạnh","Món Việt","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","Cafe Ngẫu Hứng","1054036","4","Đúng quận Bình Thạnh, quán café/dessert phù hợp","Quận Bình Thạnh","Món Việt","pinecone"
"Gợi ý một quán café/dessert ở Bình Thạnh được nhiều người yêu thích","A+ Coffee & Tea","781743","2","Quán café/dessert đúng bình thạnh nhưng giá cao, lượt xem ít","Quận Bình Thạnh","Món Việt","pinecone"
